Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3382-3548-6555-15085..0,"Apr 5, 2017",3:34:08 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,k6b,KR,,31490,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3382-3548-6555-15085..0,"Apr 5, 2017",3:34:08 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,k6b,KR,,31490,KRW,390.00,1.000000,KRW,390.00
GPA.1342-4082-5854-45473..2,"Apr 5, 2017",3:35:51 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,jactivelteskt,KR,전라남도,520-350,KRW,3900.00,1.000000,KRW,3900.00
GPA.1342-4082-5854-45473..2,"Apr 5, 2017",3:35:51 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,jactivelteskt,KR,전라남도,520-350,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1342-4082-5854-45473..2,"Apr 5, 2017",3:35:51 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,jactivelteskt,KR,전라남도,520-350,KRW,390.00,1.000000,KRW,390.00
GPA.1327-1686-8991-44407..5,"Apr 5, 2017",3:35:57 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,서울특별시,05407,KRW,3900.00,1.000000,KRW,3900.00
GPA.1327-1686-8991-44407..5,"Apr 5, 2017",3:35:57 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,서울특별시,05407,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1327-1686-8991-44407..5,"Apr 5, 2017",3:35:57 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,서울특별시,05407,KRW,390.00,1.000000,KRW,390.00
GPA.1318-8954-6249-44692..3,"Apr 5, 2017",3:36:59 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,,612-849,KRW,3900.00,1.000000,KRW,3900.00
GPA.1318-8954-6249-44692..3,"Apr 5, 2017",3:36:59 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,,612-849,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1318-8954-6249-44692..3,"Apr 5, 2017",3:36:59 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,,612-849,KRW,390.00,1.000000,KRW,390.00
GPA.1349-8286-3276-37616..5,"Apr 5, 2017",3:37:27 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,경기도,451-811,KRW,3900.00,1.000000,KRW,3900.00
GPA.1349-8286-3276-37616..5,"Apr 5, 2017",3:37:27 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,경기도,451-811,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1349-8286-3276-37616..5,"Apr 5, 2017",3:37:27 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,lentisltelgt,KR,경기도,451-811,KRW,390.00,1.000000,KRW,390.00
GPA.3371-6390-8822-13967,"Apr 5, 2017",3:37:40 AM PDT,,Charge,,"プレミアムサービス毎月購読 (位置情報アプリ: 大切な家族や友人の 居場所検索,防犯対策)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,501SO,JP,,427-0043,JPY,299.00,10.164000,KRW,3039.00
GPA.3371-6390-8822-13967,"Apr 5, 2017",3:37:40 AM PDT,,Google fee,,"プレミアムサービス毎月購読 (位置情報アプリ: 大切な家族や友人の 居場所検索,防犯対策)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,501SO,JP,,427-0043,JPY,-90.00,10.164000,KRW,-915.00
GPA.1346-0429-2984-49690..2,"Apr 5, 2017",3:44:53 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,제주특별자치도,690-772,KRW,3900.00,1.000000,KRW,3900.00
GPA.1346-0429-2984-49690..2,"Apr 5, 2017",3:44:53 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,제주특별자치도,690-772,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1346-0429-2984-49690..2,"Apr 5, 2017",3:44:53 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,elsa,KR,제주특별자치도,690-772,KRW,390.00,1.000000,KRW,390.00
GPA.1373-1828-0450-20865..5,"Apr 5, 2017",3:45:38 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,16461,KRW,3900.00,1.000000,KRW,3900.00
GPA.1373-1828-0450-20865..5,"Apr 5, 2017",3:45:38 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,16461,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1373-1828-0450-20865..5,"Apr 5, 2017",3:45:38 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,16461,KRW,390.00,1.000000,KRW,390.00
GPA.1376-0576-5961-76275..1,"Apr 5, 2017",3:50:09 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,경기도,412-804,KRW,3900.00,1.000000,KRW,3900.00
GPA.1376-0576-5961-76275..1,"Apr 5, 2017",3:50:09 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,경기도,412-804,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1376-0576-5961-76275..1,"Apr 5, 2017",3:50:09 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,nobleltektt,KR,경기도,412-804,KRW,390.00,1.000000,KRW,390.00
GPA.1360-4515-6833-36494..19,"Apr 5, 2017",3:52:07 AM PDT,,Charge,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,g3,KR,,100-999,KRW,3900.00,1.000000,KRW,3900.00
GPA.1360-4515-6833-36494..19,"Apr 5, 2017",3:52:07 AM PDT,,Google fee,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,g3,KR,,100-999,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1360-4515-6833-36494..19,"Apr 5, 2017",3:52:07 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice,g3,KR,,100-999,KRW,390.00,1.000000,KRW,390.00
GPA.3337-8800-1764-27075..0,"Apr 5, 2017",3:53:10 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8elteskt,KR,,12807,KRW,3900.00,1.000000,KRW,3900.00
GPA.3337-8800-1764-27075..0,"Apr 5, 2017",3:53:10 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8elteskt,KR,,12807,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3337-8800-1764-27075..0,"Apr 5, 2017",3:53:10 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8elteskt,KR,,12807,KRW,390.00,1.000000,KRW,390.00
GPA.1350-8904-8565-69932..2,"Apr 5, 2017",3:58:04 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,26427,KRW,3900.00,1.000000,KRW,3900.00
GPA.1350-8904-8565-69932..2,"Apr 5, 2017",3:58:04 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,26427,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1350-8904-8565-69932..2,"Apr 5, 2017",3:58:04 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,h1,KR,,26427,KRW,390.00,1.000000,KRW,390.00
GPA.3310-9963-8529-65520,"Apr 5, 2017",4:05:25 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,463-786,KRW,3900.00,1.000000,KRW,3900.00
GPA.3310-9963-8529-65520,"Apr 5, 2017",4:05:25 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,463-786,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3310-9963-8529-65520,"Apr 5, 2017",4:05:25 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,trelteskt,KR,,463-786,KRW,390.00,1.000000,KRW,390.00
GPA.3341-4855-7763-34836,"Apr 5, 2017",4:11:54 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,p1,KR,경상남도,650-942,KRW,3900.00,1.000000,KRW,3900.00
GPA.3341-4855-7763-34836,"Apr 5, 2017",4:11:54 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,p1,KR,경상남도,650-942,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3341-4855-7763-34836,"Apr 5, 2017",4:11:54 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,p1,KR,경상남도,650-942,KRW,390.00,1.000000,KRW,390.00
GPA.3312-0185-5066-08263,"Apr 5, 2017",4:15:06 AM PDT,,Charge,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lte,ID,Jawa Barat,16431,IDR,9900.00,0.084403,KRW,836.00
GPA.3312-0185-5066-08263,"Apr 5, 2017",4:15:06 AM PDT,,Google fee,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2lte,ID,Jawa Barat,16431,IDR,-2970.00,0.084403,KRW,-251.00
GPA.3366-1999-4668-07953,"Apr 5, 2017",4:34:57 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hltektt,KR,울산광역시,681-430,KRW,3900.00,1.000000,KRW,3900.00
GPA.3366-1999-4668-07953,"Apr 5, 2017",4:34:57 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hltektt,KR,울산광역시,681-430,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3366-1999-4668-07953,"Apr 5, 2017",4:34:57 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hltektt,KR,울산광역시,681-430,KRW,390.00,1.000000,KRW,390.00
GPA.3346-0091-5373-20091,"Apr 5, 2017",4:40:04 AM PDT,,Charge,,"프리미엄 서비스 매년 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.annual,bbg,KR,,15020,KRW,34900.00,1.000000,KRW,34900.00
GPA.3346-0091-5373-20091,"Apr 5, 2017",4:40:04 AM PDT,,Google fee,,"프리미엄 서비스 매년 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.annual,bbg,KR,,15020,KRW,-10470.00,1.000000,KRW,-10470.00
GPA.3346-0091-5373-20091,"Apr 5, 2017",4:40:04 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매년 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.annual,bbg,KR,,15020,KRW,3490.00,1.000000,KRW,3490.00
GPA.3355-8818-9108-88019,"Apr 5, 2017",4:44:28 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8xelteskt,KR,,39136,KRW,3900.00,1.000000,KRW,3900.00
GPA.3355-8818-9108-88019,"Apr 5, 2017",4:44:28 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8xelteskt,KR,,39136,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3355-8818-9108-88019,"Apr 5, 2017",4:44:28 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,a8xelteskt,KR,,39136,KRW,390.00,1.000000,KRW,390.00
GPA.3323-2271-3237-61646,"Apr 5, 2017",5:24:15 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,03477,KRW,3900.00,1.000000,KRW,3900.00
GPA.3323-2271-3237-61646,"Apr 5, 2017",5:24:15 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,03477,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3323-2271-3237-61646,"Apr 5, 2017",5:24:15 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,herolteskt,KR,,03477,KRW,390.00,1.000000,KRW,390.00
GPA.3319-5897-5555-46077,"Apr 5, 2017",5:35:40 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,b1,KR,경기도,463-750,KRW,3900.00,1.000000,KRW,3900.00
GPA.3319-5897-5555-46077,"Apr 5, 2017",5:35:40 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,b1,KR,경기도,463-750,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3319-5897-5555-46077,"Apr 5, 2017",5:35:40 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,b1,KR,경기도,463-750,KRW,390.00,1.000000,KRW,390.00
GPA.3330-7718-7231-39168,"Apr 5, 2017",5:50:06 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22714,KRW,3900.00,1.000000,KRW,3900.00
GPA.3330-7718-7231-39168,"Apr 5, 2017",5:50:06 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22714,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3330-7718-7231-39168,"Apr 5, 2017",5:50:06 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,noblelteskt,KR,,22714,KRW,390.00,1.000000,KRW,390.00
GPA.3340-1642-1525-66630,"Apr 5, 2017",6:03:53 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2ltektt,KR,서울특별시,157-240,KRW,3900.00,1.000000,KRW,3900.00
GPA.3340-1642-1525-66630,"Apr 5, 2017",6:03:53 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2ltektt,KR,서울특별시,157-240,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3340-1642-1525-66630,"Apr 5, 2017",6:03:53 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hero2ltektt,KR,서울특별시,157-240,KRW,390.00,1.000000,KRW,390.00
GPA.1332-0075-7214-00443..3,"Apr 5, 2017",6:06:30 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,grandmaxltekx,KR,,34677,KRW,3900.00,1.000000,KRW,3900.00
GPA.1332-0075-7214-00443..3,"Apr 5, 2017",6:06:30 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,grandmaxltekx,KR,,34677,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1332-0075-7214-00443..3,"Apr 5, 2017",6:06:30 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,grandmaxltekx,KR,,34677,KRW,390.00,1.000000,KRW,390.00
GPA.1315-0072-2350-02651..7,"Apr 5, 2017",6:10:45 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hlteskt,KR,경기도,425-020,KRW,3900.00,1.000000,KRW,3900.00
GPA.1315-0072-2350-02651..7,"Apr 5, 2017",6:10:45 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hlteskt,KR,경기도,425-020,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1315-0072-2350-02651..7,"Apr 5, 2017",6:10:45 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,hlteskt,KR,경기도,425-020,KRW,390.00,1.000000,KRW,390.00
GPA.1305-2312-7257-16992..3,"Apr 5, 2017",6:10:46 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5xnlteskt,KR,,13099,KRW,3900.00,1.000000,KRW,3900.00
GPA.1305-2312-7257-16992..3,"Apr 5, 2017",6:10:46 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5xnlteskt,KR,,13099,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.1305-2312-7257-16992..3,"Apr 5, 2017",6:10:46 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,j5xnlteskt,KR,,13099,KRW,390.00,1.000000,KRW,390.00
GPA.1365-5947-9827-70046..9,"Apr 5, 2017",6:11:13 AM PDT,,Charge,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tblte,TW,,234,TWD,50.00,36.987000,KRW,1849.00
GPA.1365-5947-9827-70046..9,"Apr 5, 2017",6:11:13 AM PDT,,Google fee,,Premium Service Monthly subscription (Family Locator by iSharing),com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tblte,TW,,234,TWD,-15.00,36.987000,KRW,-555.00
GPA.3315-9311-0465-91102..0,"Apr 5, 2017",6:11:42 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,경기도,442-830,KRW,3900.00,1.000000,KRW,3900.00
GPA.3315-9311-0465-91102..0,"Apr 5, 2017",6:11:42 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,경기도,442-830,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3315-9311-0465-91102..0,"Apr 5, 2017",6:11:42 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,tre3calteskt,KR,경기도,442-830,KRW,390.00,1.000000,KRW,390.00
GPA.3367-1263-4257-42143..0,"Apr 5, 2017",6:13:22 AM PDT,,Charge,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zenltelgt,KR,부산광역시,608-091,KRW,3900.00,1.000000,KRW,3900.00
GPA.3367-1263-4257-42143..0,"Apr 5, 2017",6:13:22 AM PDT,,Google fee,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zenltelgt,KR,부산광역시,608-091,KRW,-1170.00,1.000000,KRW,-1170.00
GPA.3367-1263-4257-42143..0,"Apr 5, 2017",6:13:22 AM PDT,Third-party Tax,Tax,,"프리미엄 서비스 매월 구독 (아이쉐어링 위치추적 -가족 자녀안심,친구찾기,핸드폰분실)",com.isharing.isharing,1,com.isharing.isharing.premiumservice.monthly,zenltelgt,KR,부산광역시,608-091,KRW,390.00,1.000000,KRW,390.00
